Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Jun 12, 2024;Jun 13, 2024;91.19;73.85;74.99;79.17;86.59;33.28;85.56;50.39;85.61;106.23;58.90;58.99;92.60;-;109.14;107.38;98.35
Jun 13, 2024;Jun 14, 2024;94.78;77.72;68.93;86.81;94.78;24.91;85.49;64.73;82.84;120.47;68.39;60.50;97.08;-;102.89;114.90;100.45
Jun 14, 2024;Jun 15, 2024;78.39;62.91;62.96;71.83;78.39;16.41;73.82;41.60;72.44;98.72;37.85;61.90;76.12;-;105.33;78.85;76.53
Jun 15, 2024;Jun 16, 2024;7.64;18.34;6.11;19.04;19.39;-5.76;17.69;17.06;9.07;82.24;16.19;11.63;9.11;-;94.22;15.19;24.60
Jun 16, 2024;Jun 17, 2024;21.40;24.92;10.03;26.93;27.76;2.91;20.13;13.95;17.43;95.73;27.39;8.75;23.06;-;77.10;28.14;56.33
Jun 17, 2024;Jun 18, 2024;94.34;79.89;72.59;90.46;93.92;33.13;87.66;76.87;75.53;110.70;92.76;48.42;96.80;-;113.20;130.08;108.35
Jun 18, 2024;Jun 19, 2024;96.20;82.99;94.55;94.72;95.43;35.00;95.54;54.08;81.18;127.93;90.11;46.40;97.89;-;109.28;126.48;109.84
Jun 19, 2024;Jun 20, 2024;84.31;70.20;74.68;61.66;64.66;57.39;77.83;48.29;77.51;112.73;62.24;43.75;91.46;-;110.52;112.51;99.40
Jun 20, 2024;Jun 21, 2024;93.80;83.13;89.35;92.35;92.81;79.24;91.36;62.74;77.10;108.01;67.93;55.58;97.96;-;115.81;137.34;110.93
Jun 21, 2024;Jun 22, 2024;97.14;85.30;92.08;96.89;96.89;81.83;94.75;59.73;87.54;114.70;44.46;78.14;91.33;-;114.32;111.27;125.65
Jun 22, 2024;Jun 23, 2024;52.22;46.99;49.03;52.21;52.38;42.12;51.62;37.44;36.12;80.44;34.24;29.75;51.52;-;98.36;84.21;61.11
Jun 23, 2024;Jun 24, 2024;50.05;45.30;52.30;50.31;49.25;31.77;52.97;33.55;43.65;61.93;38.25;36.47;47.87;-;99.85;57.39;58.50
Jun 24, 2024;Jun 25, 2024;92.09;84.83;74.64;92.09;92.11;54.91;89.84;71.23;76.66;137.29;90.98;53.94;99.45;-;105.08;126.95;107.54
Jun 25, 2024;Jun 26, 2024;75.60;73.84;68.60;75.78;79.22;45.74;69.72;35.07;75.60;140.40;78.43;48.50;95.15;-;112.75;100.70;224.17
Jun 26, 2024;Jun 27, 2024;103.01;82.20;104.61;59.29;59.25;105.98;104.06;32.98;95.39;127.50;51.93;54.53;108.71;-;110.78;139.57;118.42
Jun 27, 2024;Jun 28, 2024;91.79;80.44;71.65;85.86;87.11;68.39;74.54;34.19;85.63;132.07;85.10;59.73;100.54;-;101.13;109.24;117.19
Jun 28, 2024;Jun 29, 2024;63.05;58.00;41.66;57.23;59.85;34.42;54.36;24.39;64.30;131.76;49.20;41.54;79.33;-;108.96;92.46;96.23
Jun 29, 2024;Jun 30, 2024;70.55;58.16;47.98;70.02;70.02;25.40;69.89;35.34;61.94;96.84;58.09;36.13;68.12;-;88.55;71.49;84.24
Jun 30, 2024;Jul 1, 2024;43.77;37.56;33.41;43.85;43.88;22.49;45.75;29.88;39.63;50.12;37.14;24.24;42.79;-;69.19;47.99;51.19
Jul 1, 2024;Jul 2, 2024;91.89;83.10;68.82;84.84;88.73;52.50;88.83;45.02;86.64;159.33;87.75;46.93;104.70;-;110.17;125.18;145.04
Jul 2, 2024;Jul 3, 2024;85.68;68.83;72.11;48.57;72.03;52.19;82.44;39.09;80.52;112.85;72.03;40.20;85.12;-;104.33;94.78;96.85
Jul 3, 2024;Jul 4, 2024;87.62;70.89;66.85;65.97;67.24;38.10;94.46;41.50;80.66;114.85;67.24;49.28;93.58;-;108.48;99.90;106.36
Jul 4, 2024;Jul 5, 2024;28.10;30.65;8.69;17.20;19.88;10.53;2.52;16.49;52.41;109.34;19.88;25.17;54.98;-;108.47;65.80;93.96
Jul 5, 2024;Jul 6, 2024;36.99;30.90;27.95;19.76;19.44;27.51;32.35;19.90;33.61;85.20;10.87;26.95;36.40;-;99.89;51.69;65.27
Jul 6, 2024;Jul 7, 2024;7.36;9.42;-11.85;15.63;15.35;-4.29;-4.09;12.43;3.69;63.76;5.66;2.88;4.48;-;94.51;17.41;61.70
Jul 7, 2024;Jul 8, 2024;21.65;21.47;14.84;21.44;22.00;11.16;20.66;9.53;22.28;72.92;14.82;4.54;22.02;-;95.71;31.38;72.30
Jul 8, 2024;Jul 9, 2024;88.42;75.89;78.36;87.84;88.38;70.23;87.63;40.80;77.56;122.08;41.19;47.62;93.15;-;102.09;100.73;162.45
Jul 9, 2024;Jul 10, 2024;77.69;64.85;60.65;71.84;71.84;46.33;76.27;40.02;61.99;111.11;44.07;44.45;84.80;-;113.93;94.93;147.31
Jul 10, 2024;Jul 11, 2024;79.01;66.75;63.58;64.18;65.46;67.98;73.86;36.73;64.44;108.33;53.76;48.31;87.57;-;114.08;94.33;194.25
Jul 11, 2024;Jul 12, 2024;91.27;85.74;82.82;91.14;91.27;78.42;90.29;41.54;71.12;148.48;91.27;56.78;100.01;-;115.59;116.85;263.99
Jul 12, 2024;Jul 13, 2024;90.60;76.70;68.95;88.84;85.41;54.50;86.59;39.51;69.43;131.83;84.78;52.96;80.90;-;106.48;100.93;230.00
Jul 13, 2024;Jul 14, 2024;28.69;30.36;30.47;28.39;23.03;30.23;33.18;22.95;25.91;88.40;11.64;26.17;13.60;-;95.72;45.03;143.80
Jul 14, 2024;Jul 15, 2024;24.38;27.13;21.05;36.71;36.87;19.00;23.92;20.71;18.32;98.84;10.50;-1.44;13.95;-;99.50;37.14;103.29
Jul 15, 2024;Jul 16, 2024;77.67;67.29;58.93;66.99;68.09;50.01;77.67;35.13;72.50;140.84;46.75;41.23;82.06;-;103.40;120.93;201.33
Jul 16, 2024;Jul 17, 2024;50.30;57.27;41.54;51.86;53.34;40.33;45.10;32.24;62.87;162.36;44.32;31.61;64.38;-;110.28;99.60;204.77
Jul 17, 2024;Jul 18, 2024;76.38;72.11;74.39;73.87;73.87;74.27;76.75;35.39;69.81;149.83;41.78;48.58;74.63;-;115.38;124.97;230.05
Jul 18, 2024;Jul 19, 2024;90.74;74.44;84.10;74.77;74.77;82.02;89.87;36.99;80.26;138.10;14.97;62.59;80.41;-;113.85;132.62;236.91
Jul 19, 2024;Jul 20, 2024;85.90;74.29;80.59;84.97;84.97;78.58;85.20;39.20;78.25;117.51;42.22;50.70;74.96;-;109.87;117.56;176.93
Jul 20, 2024;Jul 21, 2024;61.99;56.17;58.89;62.37;62.93;52.36;64.08;28.76;68.08;90.03;34.44;37.41;58.51;-;105.43;96.69;137.49
Jul 21, 2024;Jul 22, 2024;54.33;44.29;37.85;51.72;51.76;25.80;59.61;27.71;45.57;68.63;38.46;32.05;48.07;-;88.13;54.81;88.70
Jul 22, 2024;Jul 23, 2024;91.23;72.02;62.01;80.53;80.53;57.61;77.67;38.10;89.72;116.32;46.39;45.17;98.13;-;111.50;109.81;120.45
Jul 23, 2024;Jul 24, 2024;79.51;69.88;64.04;78.22;78.22;53.88;76.01;41.25;77.97;122.32;42.10;47.20;87.49;-;112.72;99.34;123.07
Jul 24, 2024;Jul 25, 2024;65.86;60.82;62.91;51.41;51.58;61.05;64.47;31.32;71.13;111.86;34.56;54.43;74.30;-;109.52;96.83;75.01
Jul 25, 2024;Jul 26, 2024;79.28;70.66;71.04;77.14;77.81;53.89;78.28;38.35;79.28;133.99;26.81;48.47;92.14;-;110.98;105.57;197.44
Jul 26, 2024;Jul 27, 2024;90.95;74.50;73.59;89.01;89.01;64.77;88.47;44.35;86.67;109.73;28.84;51.06;93.97;-;116.46;98.74;104.26
Jul 27, 2024;Jul 28, 2024;80.83;65.21;58.88;80.33;80.43;41.39;79.43;46.79;72.74;104.00;24.36;47.60;81.41;-;102.03;79.81;92.79
Jul 28, 2024;Jul 29, 2024;46.02;31.90;27.44;40.06;37.45;17.68;42.89;25.40;46.31;51.51;3.01;11.70;47.48;-;108.32;63.31;68.14
Jul 29, 2024;Jul 30, 2024;71.62;53.13;46.65;62.97;61.33;31.63;69.15;43.19;64.67;69.47;24.91;37.51;72.90;-;125.89;80.88;77.48
Jul 30, 2024;Jul 31, 2024;77.24;65.71;62.89;76.77;77.18;52.83;75.32;55.59;71.71;83.40;45.82;42.08;79.18;-;107.68;79.46;83.50
Jul 31, 2024;Aug 1, 2024;79.40;65.12;72.23;77.58;77.88;65.56;77.25;48.67;79.16;83.95;12.56;39.92;81.57;-;115.62;99.04;96.92
Aug 1, 2024;Aug 2, 2024;94.87;80.44;86.57;92.83;93.84;79.40;92.56;57.62;90.69;96.80;55.13;42.17;97.29;-;120.07;111.27;117.61
Aug 2, 2024;Aug 3, 2024;93.81;81.29;83.59;93.51;93.67;78.50;90.55;60.05;88.46;105.65;65.01;40.09;95.08;-;116.23;102.49;110.19
Aug 3, 2024;Aug 4, 2024;75.29;60.21;50.31;74.57;75.01;33.79;72.81;51.00;66.98;104.50;23.74;35.37;74.26;-;111.88;75.75;80.51
Aug 4, 2024;Aug 5, 2024;62.09;48.32;44.33;55.80;55.99;32.22;60.34;41.88;57.77;75.68;17.07;29.81;60.67;-;111.77;61.85;69.99
Aug 5, 2024;Aug 6, 2024;99.86;80.20;65.18;90.16;90.16;46.52;93.78;54.35;97.75;105.28;82.98;46.64;109.44;-;111.60;133.86;121.81
Aug 6, 2024;Aug 7, 2024;86.98;75.66;66.02;86.98;87.23;43.61;85.06;47.40;84.87;108.60;88.11;44.57;89.85;-;118.79;93.54;90.97
Aug 7, 2024;Aug 8, 2024;92.91;75.72;60.50;92.91;92.91;34.40;77.55;49.06;83.37;104.92;91.99;45.10;100.24;-;120.23;128.86;111.39
Aug 8, 2024;Aug 9, 2024;93.15;78.23;66.39;93.13;93.15;31.01;88.85;50.80;90.22;108.05;92.52;45.75;100.63;-;122.55;109.17;107.02
Aug 9, 2024;Aug 10, 2024;53.32;42.76;38.19;20.27;34.24;23.79;49.82;16.99;67.38;83.28;28.33;39.21;68.89;-;124.19;89.14;85.77
Aug 10, 2024;Aug 11, 2024;49.85;29.12;38.37;7.45;7.45;21.33;50.79;8.35;56.04;55.78;-6.26;27.81;53.17;-;128.65;70.45;76.10
Aug 11, 2024;Aug 12, 2024;54.72;34.45;42.51;37.87;28.59;12.79;57.11;26.51;52.27;45.65;-6.87;27.13;55.39;-;130.91;57.04;60.07
Aug 12, 2024;Aug 13, 2024;92.06;72.77;66.94;92.06;92.06;45.52;83.40;48.38;93.12;93.77;46.19;45.05;94.05;-;129.59;99.57;106.74
Aug 13, 2024;Aug 14, 2024;99.74;80.85;91.53;91.19;92.43;82.91;99.20;48.79;98.11;88.20;40.93;53.35;102.65;-;127.74;131.79;138.55
Aug 14, 2024;Aug 15, 2024;108.01;89.31;96.68;107.81;100.53;86.15;107.65;55.32;101.26;108.67;38.66;70.57;109.06;-;127.98;123.20;136.39
Aug 15, 2024;Aug 16, 2024;85.53;68.54;55.51;84.35;85.78;42.18;73.23;46.11;80.67;88.50;55.49;53.62;88.50;-;128.31;91.21;121.76
Aug 16, 2024;Aug 17, 2024;108.04;91.87;86.99;105.87;106.07;75.30;105.43;54.70;99.65;114.65;89.03;60.65;112.24;-;123.57;122.41;164.34
Aug 17, 2024;Aug 18, 2024;93.24;84.03;80.41;93.21;93.21;75.15;87.50;52.18;95.02;102.54;83.99;66.40;94.74;-;121.88;98.48;117.20
Aug 18, 2024;Aug 19, 2024;88.24;74.17;59.36;85.79;88.23;51.55;72.78;45.74;82.18;96.68;85.97;65.03;82.54;-;120.93;86.64;103.51
Aug 19, 2024;Aug 20, 2024;108.20;94.79;96.50;108.17;108.20;87.78;105.15;54.30;95.89;129.46;54.93;94.00;108.36;-;120.11;119.21;186.51
Aug 20, 2024;Aug 21, 2024;92.11;76.19;71.05;70.79;78.50;56.70;84.25;52.25;99.01;129.45;24.69;72.97;98.48;-;116.97;119.93;143.65
Aug 21, 2024;Aug 22, 2024;52.62;53.75;43.98;38.38;36.51;39.29;48.84;32.52;81.18;113.73;8.01;70.63;78.18;-;124.97;106.24;150.48
Aug 22, 2024;Aug 23, 2024;63.04;49.10;33.57;24.32;24.93;36.70;45.18;22.56;94.67;108.75;4.82;65.42;79.21;-;115.74;109.42;116.40
Aug 23, 2024;Aug 24, 2024;39.13;39.03;33.25;13.80;14.10;35.68;33.62;14.47;73.52;85.53;0.57;57.97;66.82;-;126.57;123.05;129.92
Aug 24, 2024;Aug 25, 2024;49.81;45.18;38.59;48.38;46.60;29.15;47.95;30.45;58.28;91.74;-5.24;43.63;67.43;-;120.69;83.22;92.65
Aug 25, 2024;Aug 26, 2024;21.86;20.26;20.47;19.50;19.50;18.88;20.78;6.94;29.00;44.74;-4.59;22.10;25.54;-;126.01;51.16;65.11
Aug 26, 2024;Aug 27, 2024;99.59;73.08;73.70;52.38;75.03;69.11;83.01;27.59;101.05;128.11;-0.48;95.79;98.56;-;131.69;130.10;160.08
Aug 27, 2024;Aug 28, 2024;90.90;82.51;77.86;89.03;90.90;69.52;88.51;37.53;99.56;113.74;60.16;89.16;91.64;-;140.17;140.03;164.10
Aug 28, 2024;Aug 29, 2024;95.92;82.63;91.23;95.28;62.34;89.40;95.23;37.20;106.41;103.75;26.83;86.78;114.49;-;141.96;197.11;182.90
Aug 29, 2024;Aug 30, 2024;112.91;97.95;104.24;111.09;98.33;99.21;111.05;39.27;111.16;135.10;41.55;99.50;126.93;-;140.21;216.55;185.79
Aug 30, 2024;Aug 31, 2024;106.64;96.36;99.86;105.76;106.64;95.19;105.13;42.06;113.29;138.68;28.81;102.97;121.59;-;135.28;158.18;145.45
Aug 31, 2024;Sep 1, 2024;79.05;70.91;67.88;78.96;78.96;68.67;73.15;39.95;89.64;93.74;26.05;76.10;86.91;-;121.22;96.82;102.34
Sep 1, 2024;Sep 2, 2024;61.65;60.84;56.24;62.88;63.26;61.54;58.85;39.47;75.58;74.36;39.61;67.71;69.76;-;119.45;83.95;92.35
Sep 2, 2024;Sep 3, 2024;115.07;111.64;109.18;113.91;115.07;104.94;115.26;53.75;114.49;153.10;114.40;105.40;128.54;-;155.80;232.77;221.79
Sep 3, 2024;Sep 4, 2024;158.39;125.91;119.84;132.65;133.07;104.22;130.92;52.11;154.74;157.39;126.72;126.50;146.85;-;141.62;174.03;241.00
Sep 4, 2024;Sep 5, 2024;125.84;113.51;113.26;124.72;121.81;104.69;123.56;52.15;122.74;137.83;106.26;119.30;122.27;-;145.08;168.41;196.94
Sep 5, 2024;Sep 6, 2024;64.42;71.33;84.76;46.89;46.92;86.13;72.49;31.83;112.76;93.92;31.71;95.27;81.95;-;139.73;125.83;140.19
Sep 6, 2024;Sep 7, 2024;76.13;68.47;83.75;36.71;36.24;78.80;76.40;30.93;108.37;87.54;34.04;89.94;90.49;-;130.31;127.05;130.67
Sep 7, 2024;Sep 8, 2024;79.42;66.14;68.87;78.66;78.66;60.69;78.40;37.58;77.98;82.38;8.09;76.61;79.63;-;123.67;88.64;90.39
Sep 8, 2024;Sep 9, 2024;69.00;56.87;49.92;68.98;68.98;36.88;66.73;36.45;68.66;70.75;15.69;71.74;70.76;-;114.42;69.57;71.43
Sep 9, 2024;Sep 10, 2024;99.73;81.61;77.59;93.31;93.31;57.00;97.02;54.68;106.04;111.83;1.40;104.52;100.97;-;121.52;112.01;142.45
Sep 10, 2024;Sep 11, 2024;59.04;51.95;51.93;16.99;14.92;44.04;61.94;18.16;82.28;132.24;0.69;68.54;79.69;-;107.13;99.02;120.37
Sep 11, 2024;Sep 12, 2024;80.94;65.70;63.06;62.00;66.40;54.60;73.79;36.33;81.64;107.41;12.09;87.18;78.16;-;121.11;95.40;125.91
Sep 12, 2024;Sep 13, 2024;112.34;90.30;86.09;112.05;112.05;67.89;101.94;50.28;107.71;137.35;6.47;98.97;112.56;-;112.41;115.35;144.83
Sep 13, 2024;Sep 14, 2024;90.81;73.97;71.64;81.09;79.17;58.47;85.06;48.54;85.06;102.80;20.15;88.06;93.62;-;104.04;90.75;107.47
Sep 14, 2024;Sep 15, 2024;53.83;50.95;58.90;53.86;48.78;47.65;73.51;33.20;56.07;69.59;6.19;55.94;56.77;-;97.69;58.17;62.66
Sep 15, 2024;Sep 16, 2024;62.13;50.10;52.52;62.22;62.47;29.96;65.69;33.41;56.36;63.74;8.44;55.36;60.95;-;87.83;57.37;60.80
Sep 16, 2024;Sep 17, 2024;97.47;81.39;72.01;97.35;97.35;39.14;91.21;48.98;101.83;111.39;37.55;97.21;101.30;-;110.58;105.84;121.57
Sep 17, 2024;Sep 18, 2024;88.89;75.01;64.72;88.89;88.89;21.91;80.79;44.36;100.31;111.77;36.84;93.61;93.05;-;112.83;109.23;128.26
Sep 18, 2024;Sep 19, 2024;77.98;68.97;68.98;78.12;79.01;48.57;74.00;39.18;82.03;96.46;24.98;87.09;80.21;-;110.63;87.25;99.14
Sep 19, 2024;Sep 20, 2024;77.87;67.03;68.39;78.34;78.34;54.60;77.79;36.70;79.84;86.72;16.51;79.44;80.62;-;108.84;80.27;82.03
Sep 20, 2024;Sep 21, 2024;73.37;64.66;66.55;73.34;74.32;56.56;73.04;36.48;73.04;89.76;15.56;73.92;78.63;-;116.85;81.15;80.84
Sep 21, 2024;Sep 22, 2024;70.02;57.80;55.04;70.31;70.41;33.26;69.50;36.82;65.72;86.58;11.09;64.96;72.08;-;105.18;77.29;75.96
Sep 22, 2024;Sep 23, 2024;76.18;64.18;63.03;76.35;77.11;45.97;76.43;38.38;67.08;80.48;38.73;68.26;74.12;-;100.06;79.26;75.69
Sep 23, 2024;Sep 24, 2024;121.36;91.03;85.50;121.36;121.36;54.82;113.38;42.74;107.58;120.84;19.04;97.77;116.94;-;141.64;108.18;114.98
Sep 24, 2024;Sep 25, 2024;91.77;74.06;70.92;91.77;91.77;54.14;86.88;42.68;86.00;89.72;17.92;91.70;91.19;-;106.59;92.43;93.81
Sep 25, 2024;Sep 26, 2024;75.14;60.09;75.14;56.04;43.30;42.32;96.17;32.80;73.76;76.15;7.75;82.56;75.01;-;113.86;77.21;81.68
Sep 26, 2024;Sep 27, 2024;55.00;49.18;48.36;54.06;49.63;28.04;51.94;36.08;58.17;69.79;11.81;78.02;55.05;-;110.38;63.35;80.12
Sep 27, 2024;Sep 28, 2024;14.76;24.22;16.60;17.71;14.33;15.05;20.01;18.00;36.35;45.01;6.24;46.09;31.00;-;110.26;46.80;58.33
Sep 28, 2024;Sep 29, 2024;29.07;26.04;31.45;16.84;11.04;27.14;38.71;18.81;28.87;36.01;6.07;41.44;30.02;-;103.83;33.17;33.60
Sep 29, 2024;Sep 30, 2024;58.35;46.19;43.04;57.09;49.85;24.55;68.92;38.97;44.72;62.73;6.29;56.49;55.41;-;89.15;46.53;50.06
Sep 30, 2024;Oct 1, 2024;33.32;39.12;22.22;26.89;24.52;12.15;35.74;26.74;42.47;104.76;21.88;64.62;48.38;-;110.84;52.72;57.61
Oct 1, 2024;Oct 2, 2024;67.84;60.73;64.81;32.15;30.67;62.57;67.40;32.90;71.22;113.86;29.23;89.10;74.17;-;124.26;75.08;79.56
Oct 2, 2024;Oct 3, 2024;95.86;89.11;93.69;80.28;79.93;90.43;96.04;57.04;96.92;128.03;54.29;96.74;106.85;-;126.46;113.03;115.18
Oct 3, 2024;Oct 4, 2024;72.66;77.12;70.63;72.66;72.66;57.64;86.05;51.98;83.05;132.69;44.72;85.31;90.97;-;116.05;90.82;99.20
Oct 4, 2024;Oct 5, 2024;96.13;90.13;91.74;96.13;96.13;88.42;95.81;63.06;97.31;114.18;53.13;96.73;98.79;-;121.37;97.52;100.60
Oct 5, 2024;Oct 6, 2024;85.93;76.15;72.48;84.43;85.93;64.20;82.62;47.91;84.58;116.06;26.51;86.05;86.85;-;113.66;85.03;86.61
Oct 6, 2024;Oct 7, 2024;54.90;52.16;38.49;52.78;54.08;24.66;54.52;42.79;56.73;108.73;24.84;55.67;60.51;-;115.45;59.20;61.72
Oct 7, 2024;Oct 8, 2024;83.72;74.00;73.61;70.10;70.10;56.20;81.45;44.69;87.49;119.86;38.82;81.84;89.86;-;120.65;88.90;92.43
Oct 8, 2024;Oct 9, 2024;91.32;71.20;70.50;87.09;89.10;32.75;85.13;49.76;71.98;96.54;29.11;87.63;83.63;-;112.92;75.77;77.13
Oct 9, 2024;Oct 10, 2024;83.07;67.19;65.74;83.05;83.07;33.86;80.07;45.39;81.41;98.84;8.00;77.38;82.32;-;112.31;82.59;89.66
Oct 10, 2024;Oct 11, 2024;59.73;49.38;56.79;42.31;40.01;47.56;63.40;37.90;58.46;65.77;15.20;56.39;59.40;-;101.11;58.03;59.36
Oct 11, 2024;Oct 12, 2024;95.20;73.40;91.89;62.68;52.04;87.27;96.08;42.98;93.82;97.08;6.47;82.05;95.07;-;101.87;95.95;95.06
Oct 12, 2024;Oct 13, 2024;56.37;54.27;61.88;48.22;45.20;50.06;74.51;39.30;59.35;88.82;9.80;59.61;60.22;-;81.82;60.65;61.57
Oct 13, 2024;Oct 14, 2024;8.11;16.31;20.58;14.86;13.65;17.93;32.94;15.06;14.43;14.02;12.16;12.25;11.52;-;89.25;17.60;24.84
Oct 14, 2024;Oct 15, 2024;105.59;95.39;103.50;104.67;104.67;89.35;117.05;45.02;100.62;100.50;98.22;81.56;104.18;-;114.54;101.57;101.80
Oct 15, 2024;Oct 16, 2024;95.00;89.92;83.36;95.00;95.00;71.03;93.23;58.39;102.22;133.13;58.57;92.80;106.44;-;102.70;104.04;110.05
Oct 16, 2024;Oct 17, 2024;35.08;36.67;33.37;24.28;20.64;30.89;38.71;24.83;42.21;88.47;13.37;38.07;48.49;-;121.01;51.96;59.37
Oct 17, 2024;Oct 18, 2024;71.52;56.27;72.74;60.32;57.63;59.46;83.92;33.37;60.87;60.82;1.97;56.97;70.91;-;115.55;64.10;64.46
Oct 18, 2024;Oct 19, 2024;102.27;80.47;101.66;102.27;102.27;67.38;105.62;41.28;84.35;92.24;9.84;85.90;92.37;-;114.25;82.93;81.88
Oct 19, 2024;Oct 20, 2024;85.52;65.73;72.31;85.52;85.52;38.11;87.15;40.71;71.43;79.76;4.80;77.83;79.86;-;108.92;74.85;77.87
Oct 20, 2024;Oct 21, 2024;35.51;28.61;25.53;28.68;28.68;13.51;34.51;25.26;36.20;50.69;1.03;35.52;35.03;-;117.22;38.29;49.74
Oct 21, 2024;Oct 22, 2024;83.04;64.19;74.37;56.26;56.26;67.53;82.42;26.07;84.13;100.22;-0.99;72.30;87.56;-;127.83;97.22;98.44
Oct 22, 2024;Oct 23, 2024;103.01;85.09;93.67;90.66;99.21;86.44;101.43;34.27;103.33;118.17;3.17;98.56;107.02;-;123.80;109.14;112.31
Oct 23, 2024;Oct 24, 2024;112.00;91.62;97.87;106.74;106.79;85.11;107.61;38.40;112.53;125.68;0.51;111.00;115.56;-;121.49;112.29;116.44
Oct 24, 2024;Oct 25, 2024;101.68;88.65;88.96;99.22;99.53;65.08;98.80;37.04;107.91;129.73;35.85;102.41;110.65;-;116.19;109.58;115.63
Oct 25, 2024;Oct 26, 2024;112.72;89.75;84.91;112.72;112.72;59.30;108.73;43.97;105.90;123.21;19.71;102.03;114.08;-;119.70;111.32;115.42
Oct 26, 2024;Oct 27, 2024;101.72;87.15;81.24;101.72;101.72;57.23;101.12;45.57;100.10;115.32;48.80;100.65;105.15;-;113.44;101.56;107.66
Oct 27, 2024;Oct 28, 2024;90.33;75.12;86.38;88.87;88.87;74.31;89.61;44.12;90.80;91.77;-0.39;82.34;89.68;-;114.00;92.29;95.95
Oct 28, 2024;Oct 29, 2024;111.35;95.76;101.67;109.79;109.79;82.09;105.55;47.18;115.51;131.05;16.25;116.99;117.47;-;114.38;117.35;119.89
Oct 29, 2024;Oct 30, 2024;141.18;124.90;120.68;141.04;141.04;86.73;134.20;67.56;139.64;142.89;130.70;127.87;141.58;-;128.68;140.09;141.03
Oct 30, 2024;Oct 31, 2024;124.69;96.59;111.81;98.80;98.49;79.07;118.53;42.80;125.50;124.16;11.23;127.22;124.84;-;122.43;125.89;126.23
Oct 31, 2024;Nov 1, 2024;105.79;78.97;107.74;44.90;44.61;97.02;108.84;26.81;112.62;98.78;16.68;105.04;105.61;-;113.54;115.87;121.10
Nov 1, 2024;Nov 2, 2024;75.06;55.26;90.30;7.42;7.42;80.75;107.28;7.29;92.63;38.30;3.06;79.49;93.91;-;104.24;95.45;96.63
Nov 2, 2024;Nov 3, 2024;106.76;89.01;98.92;104.80;104.79;91.70;104.99;44.02;104.96;104.87;11.01;102.74;106.34;-;113.02;104.27;105.60
Nov 3, 2024;Nov 4, 2024;93.43;73.57;90.59;70.12;58.88;79.50;92.42;37.42;95.08;91.60;5.21;94.21;94.26;-;105.86;95.33;95.58
Nov 4, 2024;Nov 5, 2024;125.87;116.56;115.79;124.00;124.72;107.88;121.14;67.17;127.46;140.39;102.25;121.35;130.06;-;128.21;128.67;132.17
Nov 5, 2024;Nov 6, 2024;164.79;133.90;137.10;157.14;157.70;115.32;156.43;43.88;156.81;156.43;100.18;129.99;161.93;-;124.69;156.47;164.04
Nov 6, 2024;Nov 7, 2024;231.09;157.43;152.00;167.09;167.53;116.49;181.37;41.95;213.27;196.86;135.57;135.87;223.71;-;126.54;209.15;218.94
Nov 7, 2024;Nov 8, 2024;159.62;130.72;129.20;146.69;146.65;109.48;146.70;42.42;152.67;159.37;121.62;126.81;156.34;-;126.52;153.28;163.77
Nov 8, 2024;Nov 9, 2024;113.39;100.12;113.04;86.05;86.39;112.12;112.91;40.86;115.99;124.07;79.07;115.95;114.84;-;117.42;119.47;133.08
Nov 9, 2024;Nov 10, 2024;114.47;106.77;113.23;114.47;114.46;111.60;114.05;51.72;114.43;114.78;96.21;115.14;114.42;-;119.09;114.50;114.93
Nov 10, 2024;Nov 11, 2024;114.17;105.74;110.40;114.17;114.13;105.88;113.16;45.35;114.18;114.22;102.98;114.54;114.14;-;120.06;113.98;114.52
Nov 11, 2024;Nov 12, 2024;121.77;110.68;110.57;121.77;121.80;99.89;108.34;51.28;124.92;124.33;118.54;122.43;113.62;-;127.13;143.70;223.98
Nov 12, 2024;Nov 13, 2024;166.12;141.93;125.99;166.02;166.12;103.74;144.13;71.84;160.68;169.49;165.42;137.60;150.19;-;140.31;189.04;306.33
Nov 13, 2024;Nov 14, 2024;150.09;141.16;136.88;138.06;139.76;123.42;146.33;44.84;228.75;183.12;106.00;146.17;159.41;-;138.34;237.26;355.32
Nov 14, 2024;Nov 15, 2024;122.02;108.43;123.50;106.27;106.28;125.10;122.69;45.00;141.64;128.56;45.90;131.03;116.82;-;133.49;166.42;265.61
Nov 15, 2024;Nov 16, 2024;124.17;101.06;125.01;90.62;88.84;124.21;123.73;42.41;135.04;114.00;22.36;126.58;118.87;-;134.65;147.01;167.35
Nov 16, 2024;Nov 17, 2024;94.36;78.42;106.37;23.75;22.57;107.16;105.34;37.76;124.89;83.38;2.14;117.47;131.75;-;130.96;141.61;155.49
